trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
363,False,"{'a': 0.4, 'e': 0.7491621830486261}",25,0,-167.7542910825697,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
364,False,"{'a': 0.4, 'e': 0.7478359123843445}",30,0,-104.40192026879791,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
365,False,"{'a': 0.4, 'e': 0.7465066503774105}",25,0,-131.71261511241144,"{0: 17, 1: 2, 2: 1, 3: 3, 4: 2}",0
366,False,"{'a': 0.4, 'e': 0.7451744023448704}",30,0,-144.8593271024809,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
367,False,"{'a': 0.4, 'e': 0.7438391736157144}",25,10,-52.798268399730155,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
368,False,"{'a': 0.4, 'e': 0.7425009695308558}",30,4,-106.60131338723532,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 1}",1
369,False,"{'a': 0.4, 'e': 0.7411597954431091}",20,0,4.468448580634071,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
370,False,"{'a': 0.4, 'e': 0.7398156567171688}",25,0,-167.08829277516102,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 4}",0
371,False,"{'a': 0.4, 'e': 0.7384685587295879}",20,0,-52.20579496450355,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
372,False,"{'a': 0.4, 'e': 0.7371185068687569}",20,0,-129.0247800921348,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
373,False,"{'a': 0.4, 'e': 0.7357655065348812}",20,0,-28.909137704939763,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
374,False,"{'a': 0.4, 'e': 0.7344095631399603}",25,11,-84.570030422875,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 2}",1
375,False,"{'a': 0.4, 'e': 0.7330506821077661}",20,0,-137.95396208294835,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
376,False,"{'a': 0.4, 'e': 0.7316888688738209}",25,0,-77.57915921883075,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
377,False,"{'a': 0.4, 'e': 0.7303241288853757}",25,0,-55.033810218284295,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
378,False,"{'a': 0.4, 'e': 0.7289564676013889}",25,0,-81.55167408167219,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
379,False,"{'a': 0.4, 'e': 0.7275858904925034}",25,17,-46.40801174825202,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
380,False,"{'a': 0.4, 'e': 0.7262124030410263}",25,0,-36.029234641839736,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
381,False,"{'a': 0.4, 'e': 0.7248360107409052}",25,6,-52.89216333245033,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 1}",1
382,False,"{'a': 0.4, 'e': 0.7234567190977075}",25,15,-17.726785441788547,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
383,False,"{'a': 0.4, 'e': 0.7220745336285981}",20,13,-13.46279390289175,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.4, 'e': 0.720689459862317}",20,0,-42.29460176556965,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
385,False,"{'a': 0.4, 'e': 0.7193015033391573}",35,0,-136.0726937133972,"{0: 25, 1: 2, 2: 4, 3: 2, 4: 2}",0
386,False,"{'a': 0.4, 'e': 0.7179106696109434}",20,0,-119.95915846246483,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
387,False,"{'a': 0.4, 'e': 0.7165169642410081}",25,0,-101.30213854704716,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
388,False,"{'a': 0.4, 'e': 0.7151203928041714}",20,0,3.0284590815488643,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
389,False,"{'a': 0.4, 'e': 0.7137209608867168}",25,4,-67.6695249793866,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 1}",1
390,False,"{'a': 0.4, 'e': 0.7123186740863704}",25,7,-34.68439477278025,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 0}",1
391,False,"{'a': 0.4, 'e': 0.7109135380122773}",20,3,-59.04804217366935,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 0}",1
392,False,"{'a': 0.4, 'e': 0.7095055582849801}",25,3,-43.941082300529615,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 0}",1
393,False,"{'a': 0.4, 'e': 0.7080947405363958}",20,0,-82.75246286919005,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
394,False,"{'a': 0.4, 'e': 0.7066810904097935}",20,2,-40.63246989680179,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
395,False,"{'a': 0.4, 'e': 0.7052646135597718}",25,0,-181.6566230893267,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
396,False,"{'a': 0.4, 'e': 0.7038453156522362}",20,0,-93.47097378055588,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
397,False,"{'a': 0.4, 'e': 0.7024232023643764}",20,0,-84.65692067743876,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
398,False,"{'a': 0.4, 'e': 0.7009982793846437}",20,0,-72.18276916889523,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
399,False,"{'a': 0.4, 'e': 0.699570552412728}",20,0,-161.9715079173684,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 3}",0
400,False,"{'a': 0.4, 'e': 0.6981400271595357}",30,22,-26.324042723122076,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
401,False,"{'a': 0.4, 'e': 0.6967067093471655}",20,3,-27.199770682895963,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
402,False,"{'a': 0.4, 'e': 0.6952706047088868}",20,0,7.8637677151908,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
403,False,"{'a': 0.4, 'e': 0.6938317189891162}",20,13,15.045682871748403,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.4, 'e': 0.6923900579433949}",20,15,0.25733194278991833,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.4, 'e': 0.6909456273383651}",20,0,-99.7679790407611,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 3}",1
406,False,"{'a': 0.4, 'e': 0.6894984329517471}",30,0,-60.82463457077865,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
407,False,"{'a': 0.4, 'e': 0.6880484805723165}",30,11,-48.6028370618228,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
408,False,"{'a': 0.4, 'e': 0.6865957759998812}",30,0,-36.6928055897712,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
409,False,"{'a': 0.4, 'e': 0.6851403250452572}",25,0,-35.2198014775254,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
410,False,"{'a': 0.4, 'e': 0.6836821335302466}",30,5,-95.40123464104653,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",1
411,False,"{'a': 0.4, 'e': 0.6822212072876136}",20,6,-8.897054117563984,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
412,False,"{'a': 0.4, 'e': 0.6807575521610609}",30,19,-43.04060712089986,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
413,False,"{'a': 0.4, 'e': 0.6792911740052073}",30,17,-20.546898032216827,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
414,False,"{'a': 0.4, 'e': 0.6778220786855633}",20,0,-93.48833641200696,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
415,False,"{'a': 0.4, 'e': 0.6763502720785085}",35,11,-134.57753475116587,"{0: 12, 1: 1, 2: 9, 3: 1, 4: 1}",1
416,False,"{'a': 0.4, 'e': 0.6748757600712672}",20,0,-129.6762053137147,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
417,False,"{'a': 0.4, 'e': 0.6733985485618852}",25,17,0.6262565077399129,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.4, 'e': 0.671918643459207}",20,0,-59.075260004874245,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
419,False,"{'a': 0.4, 'e': 0.6704360506828508}",25,0,-74.09048606750082,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
420,False,"{'a': 0.4, 'e': 0.6689507761631859}",25,4,-30.40981400668572,"{0: 17, 1: 0, 2: 2, 3: 2, 4: 0}",1
421,False,"{'a': 0.4, 'e': 0.6674628258413082}",20,0,-98.95924814444236,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
422,False,"{'a': 0.4, 'e': 0.665972205669017}",20,5,-13.67996007437187,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
423,False,"{'a': 0.4, 'e': 0.6644789216087912}",20,5,-65.18169639467298,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
424,False,"{'a': 0.4, 'e': 0.662982979633765}",30,1,-39.13626692494873,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 0}",1
425,False,"{'a': 0.4, 'e': 0.6614843857277041}",30,0,-75.3856996241723,"{0: 21, 1: 3, 2: 3, 3: 3, 4: 0}",0
426,False,"{'a': 0.4, 'e': 0.6599831458849822}",20,0,-99.42110832732648,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
427,False,"{'a': 0.4, 'e': 0.6584792661105568}",35,15,7.514199098753903,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
428,False,"{'a': 0.4, 'e': 0.656972752419945}",20,0,-16.878977610492402,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
429,False,"{'a': 0.4, 'e': 0.6554636108391995}",30,7,-99.29463096002138,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 1}",1
430,False,"{'a': 0.4, 'e': 0.6539518474048845}",35,0,-160.4438576105901,"{0: 23, 1: 3, 2: 4, 3: 3, 4: 2}",0
431,False,"{'a': 0.4, 'e': 0.6524374681640519}",30,5,-16.453184577523476,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",1
432,False,"{'a': 0.4, 'e': 0.6509204791742165}",20,0,-80.9416825985253,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
433,False,"{'a': 0.4, 'e': 0.6494008865033324}",25,0,-93.1199967625236,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
434,False,"{'a': 0.4, 'e': 0.647878696229768}",25,0,-111.88757629749897,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
435,False,"{'a': 0.4, 'e': 0.6463539144422826}",20,0,-12.555474914320618,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
436,False,"{'a': 0.4, 'e': 0.6448265472400012}",25,0,-35.25773141196309,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
437,False,"{'a': 0.4, 'e': 0.6432966007323907}",30,8,-35.75982992882605,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 0}",1
438,False,"{'a': 0.4, 'e': 0.6417640810392349}",25,3,-135.24986398950512,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 3}",1
439,False,"{'a': 0.4, 'e': 0.6402289942906106}",30,10,-25.414230289451496,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
440,False,"{'a': 0.4, 'e': 0.6386913466268629}",25,0,-62.37641446004066,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
441,False,"{'a': 0.4, 'e': 0.6371511441985802}",20,6,-4.645156881600095,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
442,False,"{'a': 0.4, 'e': 0.6356083931665704}",20,0,-115.43056500753217,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
443,False,"{'a': 0.4, 'e': 0.6340630997018352}",30,0,-109.02286954748809,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 2}",0
444,False,"{'a': 0.4, 'e': 0.6325152699855466}",20,11,-46.436904742838614,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
445,False,"{'a': 0.4, 'e': 0.6309649102090216}",25,0,-44.25889546735433,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
446,False,"{'a': 0.4, 'e': 0.6294120265736969}",20,0,-30.378878070639075,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
447,False,"{'a': 0.4, 'e': 0.6278566252911052}",25,0,-70.9593737825465,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
448,False,"{'a': 0.4, 'e': 0.6262987125828494}",25,0,-111.04200115180844,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
449,False,"{'a': 0.4, 'e': 0.6247382946805784}",25,0,-54.83656738855373,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
450,False,"{'a': 0.4, 'e': 0.6231753778259617}",30,19,-23.10923812569901,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
451,False,"{'a': 0.4, 'e': 0.6216099682706645}",20,11,-11.070557429049133,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
452,False,"{'a': 0.4, 'e': 0.620042072276323}",30,20,-9.924531281654213,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
453,False,"{'a': 0.4, 'e': 0.6184716961145192}",30,0,-138.06116006982427,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
454,False,"{'a': 0.4, 'e': 0.6168988460667556}",25,0,-124.79754237369328,"{0: 12, 1: 4, 2: 8, 3: 0, 4: 1}",0
455,False,"{'a': 0.4, 'e': 0.6153235284244302}",20,4,2.5160150874079212,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.4, 'e': 0.6137457494888116}",30,16,-80.81701877599434,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
457,False,"{'a': 0.4, 'e': 0.6121655155710133}",20,0,-2.9306750533871404,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
458,False,"{'a': 0.4, 'e': 0.6105828329919689}",25,0,-35.549160940951054,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
459,False,"{'a': 0.4, 'e': 0.6089977080824067}",30,1,-79.06379974329987,"{0: 21, 1: 0, 2: 7, 3: 0, 4: 1}",1
460,False,"{'a': 0.4, 'e': 0.6074101471828243}",30,0,-111.68333741156906,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
461,False,"{'a': 0.4, 'e': 0.6058201566434629}",30,0,-15.75518446942955,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
462,False,"{'a': 0.4, 'e': 0.6042277428242827}",20,0,-17.695523931350568,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
463,False,"{'a': 0.4, 'e': 0.6026329120949369}",20,1,-32.91821338659436,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
464,False,"{'a': 0.4, 'e': 0.6010356708347461}",25,0,-39.26300430358209,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
465,False,"{'a': 0.4, 'e': 0.5994360254326734}",25,18,-36.37696370245746,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
466,False,"{'a': 0.4, 'e': 0.5978339822872982}",35,13,2.073778859174462,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
467,False,"{'a': 0.4, 'e': 0.596229547806791}",20,10,-4.238856829893953,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
468,False,"{'a': 0.4, 'e': 0.5946227284088876}",30,10,-59.905927231911456,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
469,False,"{'a': 0.4, 'e': 0.5930135305208634}",20,10,-30.42515093469146,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
470,False,"{'a': 0.4, 'e': 0.5914019605795077}",30,12,-46.19963689173945,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
471,False,"{'a': 0.4, 'e': 0.5897880250310983}",25,19,12.779035380555264,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.4, 'e': 0.588171730331375}",25,0,-27.078685156079562,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
473,False,"{'a': 0.4, 'e': 0.5865530829455148}",20,2,-47.370935053650804,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
474,False,"{'a': 0.4, 'e': 0.5849320893481048}",20,0,-72.98897828245383,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
475,False,"{'a': 0.4, 'e': 0.5833087560231173}",20,0,-22.090968759109046,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
476,False,"{'a': 0.4, 'e': 0.5816830894638835}",30,0,-61.490050812122504,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
477,False,"{'a': 0.4, 'e': 0.5800550961730674}",20,0,-12.342329896073856,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
478,False,"{'a': 0.4, 'e': 0.57842478266264}",25,2,-60.9603659580888,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
479,False,"{'a': 0.4, 'e': 0.5767921554538532}",30,18,-3.042913665235104,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
480,False,"{'a': 0.4, 'e': 0.5751572210772137}",25,0,-108.82403409651198,"{0: 13, 1: 4, 2: 6, 3: 2, 4: 0}",0
481,False,"{'a': 0.4, 'e': 0.5735199860724567}",30,23,12.542980473003738,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.4, 'e': 0.5718804569885202}",20,0,-72.22664710265323,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
483,False,"{'a': 0.4, 'e': 0.5702386403835181}",25,12,-25.118967463402527,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
484,False,"{'a': 0.4, 'e': 0.5685945428247149}",30,12,7.173149501133009,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
485,False,"{'a': 0.4, 'e': 0.5669481708884985}",25,0,-67.1616067018762,"{0: 18, 1: 1, 2: 3, 3: 3, 4: 0}",0
486,False,"{'a': 0.4, 'e': 0.5652995311603544}",25,19,4.276009137078403,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.4, 'e': 0.5636486302348395}",20,0,-26.63881097225755,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
488,False,"{'a': 0.4, 'e': 0.561995474715555}",25,1,-48.64912520288685,"{0: 19, 1: 1, 2: 1, 3: 3, 4: 0}",1
489,False,"{'a': 0.4, 'e': 0.5603400712151212}",25,8,16.681850545638458,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.4, 'e': 0.5586824263551495}",20,7,-7.939856724586609,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
491,False,"{'a': 0.4, 'e': 0.5570225467662173}",20,0,-92.19680468687945,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
492,False,"{'a': 0.4, 'e': 0.5553604390878408}",20,0,-26.570757858590227,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
493,False,"{'a': 0.4, 'e': 0.5536961099684484}",25,7,-38.774961644798786,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
494,False,"{'a': 0.4, 'e': 0.5520295660653545}",20,13,3.1920657341642267,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.4, 'e': 0.5503608140447322}",20,0,-11.137929088597446,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
496,False,"{'a': 0.4, 'e': 0.5486898605815876}",30,0,-106.23685654196625,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
497,False,"{'a': 0.4, 'e': 0.5470167123597323}",25,0,-5.948542478456776,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
498,False,"{'a': 0.4, 'e': 0.5453413760717569}",25,0,-45.23080680284389,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
499,False,"{'a': 0.4, 'e': 0.5436638584190043}",25,6,-2.224492152229393,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.4, 'e': 0.541984166111543}",20,11,16.00405213940266,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.4, 'e': 0.5403023058681398}",20,4,-14.40105303601857,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
502,False,"{'a': 0.4, 'e': 0.5386182844162335}",30,3,-4.963147369507663,"{0: 24, 1: 0, 2: 2, 3: 1, 4: 0}",1
503,False,"{'a': 0.4, 'e': 0.5369321084919078}",25,0,-46.19874531950343,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
504,False,"{'a': 0.4, 'e': 0.535243784839864}",20,9,8.178009281085473,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.4, 'e': 0.5335533202133944}",20,0,-58.492267563509394,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
506,False,"{'a': 0.4, 'e': 0.5318607213743555}",25,9,-41.7189218427527,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
507,False,"{'a': 0.4, 'e': 0.5301659950931402}",20,12,1.5483753732159973,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.4, 'e': 0.5284691481486514}",30,12,11.77600089829415,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
509,False,"{'a': 0.4, 'e': 0.5267701873282746}",20,2,4.5885617909287,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
510,False,"{'a': 0.4, 'e': 0.525069119427851}",25,16,-10.761312986346494,"{0: 5, 1: 4, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.4, 'e': 0.5233659512516496}",20,2,-25.233294313171417,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 0}",1
512,False,"{'a': 0.4, 'e': 0.5216606896123411}",25,0,-94.90017724054943,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
513,False,"{'a': 0.4, 'e': 0.5199533413309697}",20,0,4.229262515706042,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
514,False,"{'a': 0.4, 'e': 0.5182439132369262}",25,12,-22.947726223521272,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
515,False,"{'a': 0.4, 'e': 0.5165324121679208}",20,1,-16.593115300410332,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
516,False,"{'a': 0.4, 'e': 0.5148188449699553}",35,8,-31.050403261465814,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 1}",1
517,False,"{'a': 0.4, 'e': 0.5131032184972966}",25,0,-42.31219326976879,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
518,False,"{'a': 0.4, 'e': 0.5113855396124478}",20,12,1.574497090030404,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.4, 'e': 0.5096658151861225}",20,0,-38.504958171438666,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
520,False,"{'a': 0.4, 'e': 0.507944052097216}",25,7,2.8511787505709587,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
521,False,"{'a': 0.4, 'e': 0.5062202572327784}",25,3,-70.79309765736284,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 0}",1
522,False,"{'a': 0.4, 'e': 0.5044944374879868}",25,10,-88.34402440052841,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 2}",1
523,False,"{'a': 0.4, 'e': 0.5027665997661179}",20,3,-100.5461467293397,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 2}",1
524,False,"{'a': 0.4, 'e': 0.5010367509785203}",20,0,-50.37449123965461,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
525,False,"{'a': 0.4, 'e': 0.4993048980445869}",25,8,-14.146047564437755,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
526,False,"{'a': 0.4, 'e': 0.497571047891727}",25,11,-39.84707502354641,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
527,False,"{'a': 0.4, 'e': 0.495835207455339}",20,4,-6.018521079688521,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
528,False,"{'a': 0.4, 'e': 0.4940973836787822}",20,8,13.579249734407627,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
529,False,"{'a': 0.4, 'e': 0.4923575835133496}",25,0,-69.27433038507662,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
530,False,"{'a': 0.4, 'e': 0.49061581391823933}",20,0,2.798851925960884,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
531,False,"{'a': 0.4, 'e': 0.48887208186052755}",25,15,-3.281034606434919,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
532,False,"{'a': 0.4, 'e': 0.4871263943151402}",20,11,9.789154080585426,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.4, 'e': 0.48537875826482507}",25,11,-12.973485914584938,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
534,False,"{'a': 0.4, 'e': 0.48362918070012406}",30,9,-17.765231994396178,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 0}",1
535,False,"{'a': 0.4, 'e': 0.48187766861934506}",20,0,-69.76401470764932,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
536,False,"{'a': 0.4, 'e': 0.48012422902853413}",30,0,-41.01805181366735,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
537,False,"{'a': 0.4, 'e': 0.47836886894144715}",20,0,-62.35338463599622,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
538,False,"{'a': 0.4, 'e': 0.47661159537952236}",20,0,-19.834243222338195,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
539,False,"{'a': 0.4, 'e': 0.47485241537185147}",25,11,-11.706682088122404,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.4, 'e': 0.47309133595515224}",25,0,-42.640324493619275,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
541,False,"{'a': 0.4, 'e': 0.47132836417373997}",20,14,-11.395190148236285,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
542,False,"{'a': 0.4, 'e': 0.46956350707949945}",20,2,-9.205900396342438,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
543,False,"{'a': 0.4, 'e': 0.4677967717318567}",20,10,9.128693069655291,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
544,False,"{'a': 0.4, 'e': 0.46602816519775075}",30,10,19.048062496274724,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
545,False,"{'a': 0.4, 'e': 0.46425769455160537}",20,10,4.492695704422884,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.4, 'e': 0.4624853668753008}",35,17,2.125687495089048,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
