trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
179,False,"{'a': 0.4, 'e': 0.9372984296888399}",20,0,-70.36942654565858,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
180,False,"{'a': 0.4, 'e': 0.9365994998817627}",30,0,-85.4779861571812,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
181,False,"{'a': 0.4, 'e': 0.9358968236779348}",35,0,-286.58281477311874,"{0: 19, 1: 4, 2: 5, 3: 2, 4: 5}",0
182,False,"{'a': 0.4, 'e': 0.9351904038880602}",20,0,-102.8735538528586,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
183,False,"{'a': 0.4, 'e': 0.9344802433378168}",20,0,-55.548033679304645,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
184,False,"{'a': 0.4, 'e': 0.933766344867846}",20,0,-110.15498131942678,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
185,False,"{'a': 0.4, 'e': 0.9330487113337409}",30,22,-42.88412483036848,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
186,False,"{'a': 0.4, 'e': 0.9323273456060345}",20,0,-32.51599653898426,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
187,False,"{'a': 0.4, 'e': 0.9316022505701886}",20,0,-117.75184630819447,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
188,False,"{'a': 0.4, 'e': 0.9308734291265828}",25,0,-48.45874685227538,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
189,False,"{'a': 0.4, 'e': 0.9301408841905014}",25,0,-95.97612963029538,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
190,False,"{'a': 0.4, 'e': 0.9294046186921237}",35,0,-185.6223311127646,"{0: 21, 1: 4, 2: 7, 3: 0, 4: 3}",0
191,False,"{'a': 0.4, 'e': 0.9286646355765102}",25,0,-78.410887434379,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
192,False,"{'a': 0.4, 'e': 0.9279209378035927}",20,9,-21.081866931821445,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.4, 'e': 0.9271735283481612}",30,0,-132.6725802784273,"{0: 16, 1: 4, 2: 9, 3: 0, 4: 1}",0
194,False,"{'a': 0.4, 'e': 0.9264224101998526}",30,0,-77.10906876357708,"{0: 21, 1: 1, 2: 6, 3: 2, 4: 0}",0
195,False,"{'a': 0.4, 'e': 0.9256675863631385}",25,0,5.129894703628473,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
196,False,"{'a': 0.4, 'e': 0.9249090598573131}",20,0,-61.91211810395277,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
197,False,"{'a': 0.4, 'e': 0.9241468337164814}",20,0,-93.72465223637015,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
198,False,"{'a': 0.4, 'e': 0.9233809109895471}",25,10,-50.99321122761824,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
199,False,"{'a': 0.4, 'e': 0.9226112947402}",20,0,-121.14332904844444,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
200,False,"{'a': 0.4, 'e': 0.9218379880469041}",20,0,-89.84590413347377,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 0}",0
201,False,"{'a': 0.4, 'e': 0.9210609940028851}",25,0,-137.29637331858967,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
202,False,"{'a': 0.4, 'e': 0.9202803157161181}",20,0,-100.83840871046658,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
203,False,"{'a': 0.4, 'e': 0.9194959563093155}",20,0,-92.1204072785414,"{0: 12, 1: 4, 2: 1, 3: 2, 4: 1}",0
204,False,"{'a': 0.4, 'e': 0.9187079189199134}",25,0,-72.13935783243961,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
205,False,"{'a': 0.4, 'e': 0.9179162067000607}",20,0,-111.57115136145643,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
206,False,"{'a': 0.4, 'e': 0.9171208228166051}",30,0,-108.14330377326097,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
207,False,"{'a': 0.4, 'e': 0.916321770451081}",20,0,-82.84010354621408,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",1
208,False,"{'a': 0.4, 'e': 0.9155190527996969}",25,0,-137.58385180838454,"{0: 14, 1: 4, 2: 3, 3: 3, 4: 1}",0
209,False,"{'a': 0.4, 'e': 0.9147126730733223}",25,0,-191.7084288874875,"{0: 10, 1: 4, 2: 8, 3: 1, 4: 2}",0
210,False,"{'a': 0.4, 'e': 0.913902634497475}",20,0,-58.1344367505693,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
211,False,"{'a': 0.4, 'e': 0.9130889403123083}",25,0,-101.74019187248209,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
212,False,"{'a': 0.4, 'e': 0.9122715937725977}",25,5,-104.68291647683657,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",1
213,False,"{'a': 0.4, 'e': 0.9114505981477284}",20,5,-45.51702768339587,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
214,False,"{'a': 0.4, 'e': 0.9106259567216819}",25,0,-108.58903782422442,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
215,False,"{'a': 0.4, 'e': 0.9097976727930226}",25,0,-107.65241441481992,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
216,False,"{'a': 0.4, 'e': 0.9089657496748851}",20,0,-143.1451621179059,"{0: 10, 1: 1, 2: 5, 3: 3, 4: 1}",0
217,False,"{'a': 0.4, 'e': 0.9081301906949609}",20,0,-51.437183975464066,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
218,False,"{'a': 0.4, 'e': 0.9072909991954848}",25,0,-73.6510942778693,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
219,False,"{'a': 0.4, 'e': 0.9064481785332217}",35,0,-266.1171406572518,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 5}",0
220,False,"{'a': 0.4, 'e': 0.9056017320794529}",30,0,-134.53711003122905,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
221,False,"{'a': 0.4, 'e': 0.9047516632199635}",25,0,-146.62635705802742,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
222,False,"{'a': 0.4, 'e': 0.9038979753550274}",25,0,-153.07918415434278,"{0: 11, 1: 3, 2: 9, 3: 1, 4: 1}",0
223,False,"{'a': 0.4, 'e': 0.903040671899395}",20,0,-144.40524939600905,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
224,False,"{'a': 0.4, 'e': 0.9021797562822791}",25,0,-97.22867229936408,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
225,False,"{'a': 0.4, 'e': 0.901315231947341}",20,0,-95.90039993945624,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
226,False,"{'a': 0.4, 'e': 0.9004471023526769}",25,0,-83.79698524269294,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
227,False,"{'a': 0.4, 'e': 0.899575370970804}",25,0,6.180913423324059,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
228,False,"{'a': 0.4, 'e': 0.8987000412886466}",20,0,-24.682958161477977,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
229,False,"{'a': 0.4, 'e': 0.8978211168075223}",20,0,-136.7652561786763,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
230,False,"{'a': 0.4, 'e': 0.896938601043128}",20,0,-22.34737433482183,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
231,False,"{'a': 0.4, 'e': 0.8960524975255253}",20,0,-20.139456147801443,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
232,False,"{'a': 0.4, 'e': 0.8951628097991272}",30,0,-127.08352862350756,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
233,False,"{'a': 0.4, 'e': 0.8942695414226836}",20,0,-101.57876725886905,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
234,False,"{'a': 0.4, 'e': 0.8933726959692665}",25,0,-134.73164738628515,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
235,False,"{'a': 0.4, 'e': 0.8924722770262568}",20,0,-114.41550166328994,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
236,False,"{'a': 0.4, 'e': 0.8915682881953289}",35,0,-177.14175450776912,"{0: 24, 1: 1, 2: 6, 3: 1, 4: 3}",0
237,False,"{'a': 0.4, 'e': 0.890660733092437}",25,0,-67.67012087713509,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
238,False,"{'a': 0.4, 'e': 0.8897496153478003}",30,11,-58.39590914079792,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
239,False,"{'a': 0.4, 'e': 0.8888349386058886}",25,0,-73.81981205862294,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
240,False,"{'a': 0.4, 'e': 0.8879167065254074}",20,0,-70.31906749397963,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
241,False,"{'a': 0.4, 'e': 0.8869949227792842}",35,0,-120.69000564589,"{0: 22, 1: 3, 2: 6, 3: 4, 4: 0}",0
242,False,"{'a': 0.4, 'e': 0.8860695910546524}",20,0,-27.28762109109372,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
243,False,"{'a': 0.4, 'e': 0.8851407150528379}",20,0,-78.01366671940886,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
244,False,"{'a': 0.4, 'e': 0.8842082984893433}",25,0,-128.9625366611938,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
245,False,"{'a': 0.4, 'e': 0.8832723450938338}",25,7,-42.884563798606905,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 0}",1
246,False,"{'a': 0.4, 'e': 0.8823328586101216}",20,8,-20.18402669592281,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
247,False,"{'a': 0.4, 'e': 0.8813898427961513}",20,11,-31.553140839782564,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.4, 'e': 0.880443301423985}",20,0,-96.86494701500634,"{0: 13, 1: 0, 2: 3, 3: 4, 4: 0}",0
249,False,"{'a': 0.4, 'e': 0.879493238279787}",30,0,-83.10910013206745,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 0}",0
250,False,"{'a': 0.4, 'e': 0.8785396571638084}",25,0,-143.8506233547149,"{0: 11, 1: 2, 2: 11, 3: 0, 4: 1}",0
251,False,"{'a': 0.4, 'e': 0.8775825618903728}",30,14,-27.580398208299886,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
252,False,"{'a': 0.4, 'e': 0.8766219562878595}",30,0,-134.19198539117446,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
253,False,"{'a': 0.4, 'e': 0.87565784419869}",25,0,-156.53851006284285,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
254,False,"{'a': 0.4, 'e': 0.8746902294793112}",20,0,-66.3543426774932,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
255,False,"{'a': 0.4, 'e': 0.8737191160001807}",30,3,-91.5247476422318,"{0: 16, 1: 3, 2: 6, 3: 2, 4: 0}",1
256,False,"{'a': 0.4, 'e': 0.8727445076457513}",25,0,-185.239285359177,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 3}",0
257,False,"{'a': 0.4, 'e': 0.8717664083144548}",30,0,-262.93892424825697,"{0: 12, 1: 4, 2: 8, 3: 3, 4: 3}",0
258,False,"{'a': 0.4, 'e': 0.8707848219186876}",20,0,-97.34086182571393,"{0: 11, 1: 0, 2: 7, 3: 2, 4: 0}",0
259,False,"{'a': 0.4, 'e': 0.8697997523847936}",25,0,-139.40403254237833,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
260,False,"{'a': 0.4, 'e': 0.8688112036530499}",35,0,-116.9563437180973,"{0: 24, 1: 3, 2: 6, 3: 0, 4: 2}",0
261,False,"{'a': 0.4, 'e': 0.8678191796776499}",25,0,-136.23405329826596,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
262,False,"{'a': 0.4, 'e': 0.8668236844266883}",25,0,-92.50197218610153,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
263,False,"{'a': 0.4, 'e': 0.8658247218821449}",25,0,-45.90794719156284,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
264,False,"{'a': 0.4, 'e': 0.8648222960398682}",20,0,-112.71168439331512,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
265,False,"{'a': 0.4, 'e': 0.8638164109095605}",25,0,-44.31860301580137,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
266,False,"{'a': 0.4, 'e': 0.862807070514761}",25,0,-60.80453544631319,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
267,False,"{'a': 0.4, 'e': 0.8617942788928298}",25,0,-108.91707268445977,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
268,False,"{'a': 0.4, 'e': 0.8607780400949321}",30,0,-155.9902565362572,"{0: 16, 1: 4, 2: 7, 3: 2, 4: 1}",0
269,False,"{'a': 0.4, 'e': 0.8597583581860216}",20,6,-64.49889788449622,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
270,False,"{'a': 0.4, 'e': 0.8587352372448249}",25,6,-41.74698377254559,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 0}",1
271,False,"{'a': 0.4, 'e': 0.8577086813638242}",30,0,-58.276053380750355,"{0: 21, 1: 1, 2: 8, 3: 0, 4: 0}",0
272,False,"{'a': 0.4, 'e': 0.8566786946492415}",20,10,-39.583564079725235,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
273,False,"{'a': 0.4, 'e': 0.8556452812210225}",20,0,-116.27137834514063,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
274,False,"{'a': 0.4, 'e': 0.8546084452128195}",20,2,-56.846032243952585,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
275,False,"{'a': 0.4, 'e': 0.8535681907719751}",30,0,-182.19378136878714,"{0: 16, 1: 3, 2: 6, 3: 4, 4: 1}",0
276,False,"{'a': 0.4, 'e': 0.8525245220595057}",20,0,-38.85437578437721,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
277,False,"{'a': 0.4, 'e': 0.8514774432500848}",20,0,-108.85376431804531,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
278,False,"{'a': 0.4, 'e': 0.8504269585320262}",20,13,6.970634324242891,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.4, 'e': 0.8493730721072673}",25,10,-138.26348312494827,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 3}",1
280,False,"{'a': 0.4, 'e': 0.8483157881913526}",25,0,-161.8447005394989,"{0: 11, 1: 5, 2: 7, 3: 0, 4: 2}",0
281,False,"{'a': 0.4, 'e': 0.8472551110134161}",35,0,-177.59431842010665,"{0: 23, 1: 1, 2: 8, 3: 0, 4: 3}",0
282,False,"{'a': 0.4, 'e': 0.8461910448161652}",20,0,-51.97953476609004,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
283,False,"{'a': 0.4, 'e': 0.8451235938558634}",20,0,-55.77238752029245,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
284,False,"{'a': 0.4, 'e': 0.844052762402313}",20,0,-107.35782156674662,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
285,False,"{'a': 0.4, 'e': 0.8429785547388383}",30,1,-73.88281597303929,"{0: 20, 1: 5, 2: 3, 3: 0, 4: 1}",1
286,False,"{'a': 0.4, 'e': 0.8419009751622687}",20,4,-21.575550846889755,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
287,False,"{'a': 0.4, 'e': 0.840820027982921}",30,0,-179.48639212783849,"{0: 20, 1: 1, 2: 4, 3: 2, 4: 3}",0
288,False,"{'a': 0.4, 'e': 0.8397357175245823}",20,0,-95.43551533793885,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
289,False,"{'a': 0.4, 'e': 0.8386480481244933}",20,0,-75.37970293909319,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
290,False,"{'a': 0.4, 'e': 0.8375570241333301}",20,0,-216.14026223482904,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 4}",0
291,False,"{'a': 0.4, 'e': 0.8364626499151869}",20,0,-41.2434344076986,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
292,False,"{'a': 0.4, 'e': 0.8353649298475594}",25,0,-53.91705358431538,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
293,False,"{'a': 0.4, 'e': 0.8342638683213264}",25,0,-142.723150302474,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
294,False,"{'a': 0.4, 'e': 0.8331594697407324}",25,0,-113.02151343217892,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
295,False,"{'a': 0.4, 'e': 0.8320517385233703}",20,12,-8.84611155924513,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
296,False,"{'a': 0.4, 'e': 0.8309406791001634}",25,0,-104.55771377752238,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
297,False,"{'a': 0.4, 'e': 0.8298262959153483}",25,0,-143.8725414690735,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
298,False,"{'a': 0.4, 'e': 0.8287085934264558}",30,6,-196.8979780497437,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 4}",1
299,False,"{'a': 0.4, 'e': 0.8275875761042946}",20,0,-80.44179447904938,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
300,False,"{'a': 0.4, 'e': 0.8264632484329323}",20,0,-123.89569064007893,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
301,False,"{'a': 0.4, 'e': 0.8253356149096783}",30,0,-38.69368229452919,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
302,False,"{'a': 0.4, 'e': 0.8242046800450651}",20,7,-13.304974047073102,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
303,False,"{'a': 0.4, 'e': 0.8230704483628307}",25,0,-111.86572352975406,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
304,False,"{'a': 0.4, 'e': 0.8219329243999003}",25,0,-97.82910411697863,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
305,False,"{'a': 0.4, 'e': 0.8207921127063681}",20,0,-89.89921446433408,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
306,False,"{'a': 0.4, 'e': 0.8196480178454795}",30,0,-160.25893695791623,"{0: 21, 1: 0, 2: 5, 3: 1, 4: 3}",0
307,False,"{'a': 0.4, 'e': 0.8185006443936125}",20,0,-35.43958140723604,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
308,False,"{'a': 0.4, 'e': 0.8173499969402591}",20,0,-138.72928911747306,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
309,False,"{'a': 0.4, 'e': 0.8161960800880078}",30,0,-185.96753222094634,"{0: 19, 1: 3, 2: 3, 3: 2, 4: 3}",0
310,False,"{'a': 0.4, 'e': 0.8150388984525244}",20,0,-56.963381414693636,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
311,False,"{'a': 0.4, 'e': 0.8138784566625339}",20,7,-8.745578800405532,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
312,False,"{'a': 0.4, 'e': 0.812714759359802}",25,0,-57.715523542423576,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
313,False,"{'a': 0.4, 'e': 0.8115478111991162}",25,1,-66.17634123938305,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 1}",1
314,False,"{'a': 0.4, 'e': 0.8103776168482677}",20,15,1.2788807772341924,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.4, 'e': 0.8092041809880323}",35,0,-123.5079265380917,"{0: 27, 1: 0, 2: 5, 3: 1, 4: 2}",0
316,False,"{'a': 0.4, 'e': 0.8080275083121519}",30,0,-116.64354773891212,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
317,False,"{'a': 0.4, 'e': 0.8068476035273155}",20,0,-67.73705778876379,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
318,False,"{'a': 0.4, 'e': 0.8056644713531409}",25,0,-121.40925018009143,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
319,False,"{'a': 0.4, 'e': 0.8044781165221552}",25,0,-62.42600607063088,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
320,False,"{'a': 0.4, 'e': 0.8032885437797759}",30,0,-37.96422786358776,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
321,False,"{'a': 0.4, 'e': 0.8020957578842927}",20,0,-87.710002167447,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
322,False,"{'a': 0.4, 'e': 0.8008997636068472}",20,0,-39.58112392149703,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
323,False,"{'a': 0.4, 'e': 0.7997005657314152}",25,0,-69.95604431787311,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
324,False,"{'a': 0.4, 'e': 0.7984981690547867}",20,0,-21.597896227817895,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
325,False,"{'a': 0.4, 'e': 0.7972925783865465}",20,8,-6.389993925162268,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.4, 'e': 0.7960837985490559}",20,11,-8.254021281107176,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
327,False,"{'a': 0.4, 'e': 0.7948718343774324}",30,2,-47.094519805838594,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 1}",1
328,False,"{'a': 0.4, 'e': 0.7936566907195313}",25,0,-183.55130787665513,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
329,False,"{'a': 0.4, 'e': 0.7924383724359255}",20,0,-42.422878490514535,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
330,False,"{'a': 0.4, 'e': 0.7912168843998866}",30,0,-121.98838266754629,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
331,False,"{'a': 0.4, 'e': 0.7899922314973651}",30,12,-109.62693132481712,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 1}",1
332,False,"{'a': 0.4, 'e': 0.7887644186269709}",30,0,-122.67031967482427,"{0: 24, 1: 2, 2: 0, 3: 1, 4: 3}",0
333,False,"{'a': 0.4, 'e': 0.7875334506999538}",20,5,-80.26507778574363,"{0: 7, 1: 4, 2: 1, 3: 3, 4: 0}",1
334,False,"{'a': 0.4, 'e': 0.7862993326401839}",30,10,-6.882269771977842,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
335,False,"{'a': 0.4, 'e': 0.785062069384132}",30,0,-81.31359032085855,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
336,False,"{'a': 0.4, 'e': 0.7838216658808492}",20,5,-97.51271355668928,"{0: 6, 1: 4, 2: 3, 3: 1, 4: 1}",1
337,False,"{'a': 0.4, 'e': 0.7825781270919481}",25,3,-63.58401636463647,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 1}",1
338,False,"{'a': 0.4, 'e': 0.781331457991582}",25,12,-35.23951232961167,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
339,False,"{'a': 0.4, 'e': 0.7800816635664256}",20,12,-44.98153810466368,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
340,False,"{'a': 0.4, 'e': 0.7788287488156552}",20,6,-77.17904739302676,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 2}",1
341,False,"{'a': 0.4, 'e': 0.7775727187509279}",30,16,-56.31972240722109,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
342,False,"{'a': 0.4, 'e': 0.7763135783963624}",20,0,-134.994569229234,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
343,False,"{'a': 0.4, 'e': 0.7750513327885183}",25,0,-61.75893879890933,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
344,False,"{'a': 0.4, 'e': 0.7737859869763766}",20,0,-70.49226410860153,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
345,False,"{'a': 0.4, 'e': 0.7725175460213186}",25,0,-113.31186565073118,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
346,False,"{'a': 0.4, 'e': 0.7712460149971065}",20,1,-30.111458505716158,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 0}",1
347,False,"{'a': 0.4, 'e': 0.7699713989898629}",35,1,-126.12380934759409,"{0: 23, 1: 2, 2: 7, 3: 0, 4: 2}",1
348,False,"{'a': 0.4, 'e': 0.7686937030980499}",30,0,-88.73569197174126,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
349,False,"{'a': 0.4, 'e': 0.7674129324324493}",35,7,-89.5984954997804,"{0: 20, 1: 2, 2: 3, 3: 2, 4: 1}",1
350,False,"{'a': 0.4, 'e': 0.7661290921161423}",25,8,-96.3933952637589,"{0: 11, 1: 1, 2: 1, 3: 3, 4: 1}",1
351,False,"{'a': 0.4, 'e': 0.7648421872844884}",20,6,-73.22425868003728,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
352,False,"{'a': 0.4, 'e': 0.7635522230851051}",20,0,-19.21341660892288,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
353,False,"{'a': 0.4, 'e': 0.7622592046778476}",20,3,-65.13106998957939,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 0}",1
354,False,"{'a': 0.4, 'e': 0.7609631372347876}",25,0,-55.488884824565005,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
355,False,"{'a': 0.4, 'e': 0.7596640259401933}",20,0,-77.46901656819384,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
356,False,"{'a': 0.4, 'e': 0.7583618759905082}",25,7,-51.181523018394415,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 0}",1
357,False,"{'a': 0.4, 'e': 0.7570566925943303}",20,0,-69.42263573039466,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
358,False,"{'a': 0.4, 'e': 0.7557484809723913}",25,0,-59.66211743209728,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
359,False,"{'a': 0.4, 'e': 0.7544372463575362}",30,0,-136.8902700393767,"{0: 22, 1: 0, 2: 4, 3: 2, 4: 2}",0
360,False,"{'a': 0.4, 'e': 0.7531229939947015}",25,14,-3.43620047534666,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
361,False,"{'a': 0.4, 'e': 0.751805729140895}",25,0,-5.158313686064045,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
362,False,"{'a': 0.4, 'e': 0.7504854570651743}",25,13,-6.490698090658201,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
